"","sucrose_umol_m2.12.comps"
"Wave_2213",-3.10954594069886
"Wave_2214",-3.07524462611653
"Wave_2215",-3.04200381659346
"Wave_2216",-3.00747756622027
"Wave_2217",-2.96865795398963
"Wave_2218",-2.91180119953612
"Wave_2219",-2.85977136124841
"Wave_2220",-2.8205770731416
"Wave_2221",-2.78138291187905
"Wave_2222",-2.74687452971073
"Wave_2223",-2.71235434820447
"Wave_2224",-2.67802347282722
"Wave_2225",-2.6633351553382
"Wave_2226",-2.6486468204741
"Wave_2227",-2.61754627567122
"Wave_2228",-2.57937529432246
"Wave_2229",-2.53487531566723
"Wave_2230",-2.47208565453263
"Wave_2231",-2.40160736626552
"Wave_2232",-2.30844333746141
"Wave_2233",-2.21527942828584
"Wave_2234",-2.17298536263363
"Wave_2235",-2.14340893973035
"Wave_2236",-2.12911864875419
"Wave_2237",-2.13775764367928
"Wave_2238",-2.15685900710572
"Wave_2239",-2.11498005399224
"Wave_2240",-2.07310119263053
"Wave_2241",-2.05387173898765
"Wave_2242",-2.05816531561324
"Wave_2243",-2.04717928212049
"Wave_2244",-1.97105717059558
"Wave_2245",-1.8949351731808
"Wave_2246",-1.85229193043777
"Wave_2247",-1.8085537237077
"Wave_2248",-1.74462567409198
"Wave_2249",-1.64756783931259
"Wave_2250",-1.55473288771269
"Wave_2251",-1.49990410807762
"Wave_2252",-1.44507539468163
"Wave_2253",-1.36473400716679
"Wave_2254",-1.27478233446451
"Wave_2255",-1.19260162860716
"Wave_2256",-1.05954034452123
"Wave_2257",-0.92647907545043
"Wave_2258",-0.851167052171877
"Wave_2259",-0.775854977892746
"Wave_2260",-0.731284531999325
"Wave_2261",-0.70720849568182
"Wave_2262",-0.655453560443995
"Wave_2263",-0.514268935762562
"Wave_2264",-0.373084273690596
"Wave_2265",-0.313255535017725
"Wave_2266",-0.262466276603684
"Wave_2267",-0.138731460593835
"Wave_2268",0.050476829376503
"Wave_2269",0.240095914754546
"Wave_2270",0.431358673969149
"Wave_2271",0.622621444361402
"Wave_2272",0.786774889287109
"Wave_2273",0.944150831655218
"Wave_2274",1.10556024626052
"Wave_2275",1.27100331186028
"Wave_2276",1.43648499224265
"Wave_2277",1.6023150467681
"Wave_2278",1.76814512081861
"Wave_2279",1.93435671104191
"Wave_2280",2.10066376287814
"Wave_2281",2.23237950473977
"Wave_2282",2.31220805565601
"Wave_2283",2.38023592691493
"Wave_2284",2.34205691838839
"Wave_2285",2.3038779659984
"Wave_2286",2.28061823708146
"Wave_2287",2.2695630530911
"Wave_2288",2.26697335034884
"Wave_2289",2.27708175259118
"Wave_2290",2.28194005736383
"Wave_2291",2.2395469603974
"Wave_2292",2.1971537515709
"Wave_2293",2.13734908170081
"Wave_2294",2.07008228468715
"Wave_2295",2.0385970516332
"Wave_2296",2.06078421379476
"Wave_2297",2.07459640803398
"Wave_2298",2.0130324178177
"Wave_2299",1.95146835738147
"Wave_2300",2.00683001664508
"Wave_2301",2.11230246284158
"Wave_2302",2.20675273310365
"Wave_2303",2.28466946470577
"Wave_2304",2.35641845400979
"Wave_2305",2.37265746718144
"Wave_2306",2.38889646368595
"Wave_2307",2.42724841851653
"Wave_2308",2.47112838298394
"Wave_2309",2.5116485269166
"Wave_2310",2.54712899249244
"Wave_2311",2.58844516816872
"Wave_2312",2.68228252165001
"Wave_2313",2.77611992989297
"Wave_2314",2.84048479547535
"Wave_2315",2.89748152761963
"Wave_2316",2.91841226735154
"Wave_2317",2.90327701398913
"Wave_2318",2.896694558837
"Wave_2319",2.92432388219849
"Wave_2320",2.95195316230073
"Wave_2321",2.93006891008932
"Wave_2322",2.90268305369001
"Wave_2323",2.85295432338039
"Wave_2324",2.78833025424889
"Wave_2325",2.7084748955122
"Wave_2326",2.59307962581968
"Wave_2327",2.47768429614776
"Wave_2328",2.46453273392538
"Wave_2329",2.45138129980724
"Wave_2330",2.45659494142273
"Wave_2331",2.46967944278511
"Wave_2332",2.40477282710692
"Wave_2333",2.22287955751858
"Wave_2334",2.05005246328418
"Wave_2335",1.9588204164567
"Wave_2336",1.86758838936932
"Wave_2337",1.80772875424858
"Wave_2338",1.75571211380884
"Wave_2339",1.64120091263723
"Wave_2340",1.46419521570605
"Wave_2341",1.33867807114384
"Wave_2342",1.41911479587872
"Wave_2343",1.49955160629826
"Wave_2344",1.48315265575647
"Wave_2345",1.45599429213856
"Wave_2346",1.4569935038838
"Wave_2347",1.47853316119509
"Wave_2348",1.4447420262645
"Wave_2349",1.33001221476264
"Wave_2350",1.22392070088417
"Wave_2351",1.19557300240443
"Wave_2352",1.16722530648922
"Wave_2353",1.14719982856382
"Wave_2354",1.12925491445088
"Wave_2355",1.10208860294425
"Wave_2356",1.07342325987263
"Wave_2357",1.04656869658573
"Wave_2358",1.04158418343503
"Wave_2359",1.03659980089033
"Wave_2360",1.03470578794618
"Wave_2361",1.03281169803486
"Wave_2362",1.01459779839587
"Wave_2363",0.995186962185579
"Wave_2364",1.0001710505425
"Wave_2365",1.01228667018432
"Wave_2366",1.04092545203164
"Wave_2367",1.13565659370008
"Wave_2368",1.23038780878532
"Wave_2369",1.18866720118127
"Wave_2370",1.14148882118116
"Wave_2371",1.18684102957009
"Wave_2372",1.27184937682295
"Wave_2373",1.35978353504353
"Wave_2374",1.45210635253863
"Wave_2375",1.55775954664911
"Wave_2376",1.52005052384647
"Wave_2377",1.48234149579201
"Wave_2378",1.35316717626101
"Wave_2379",1.21383007487856
"Wave_2380",1.116214689467
"Wave_2381",1.0198221175717
"Wave_2382",0.912605913495229
"Wave_2383",0.789154594538339
"Wave_2384",0.704942806592362
"Wave_2385",0.777689324874762
"Wave_2386",0.85043580782358
"Wave_2387",0.810443166274555
"Wave_2388",0.760838141984224
"Wave_2389",0.791888384682497
"Wave_2390",0.857505125008653
"Wave_2391",0.854670441051121
"Wave_2392",0.788260632262506
"Wave_2393",0.765732076642814
"Wave_2394",0.795709827541608
"Wave_2395",0.825687613625167
"Wave_2396",0.84299984009706
"Wave_2397",0.860312053819751
"Wave_2398",0.746602272525553
"Wave_2399",0.628554328229356
"Wave_2400",0.570149784611266
