"","LMA_g_m2.12.comps"
"Wave_2224",11.3077452242323
"Wave_2225",10.6964032859929
"Wave_2226",10.0850588587706
"Wave_2227",9.64281386551623
"Wave_2228",9.18996373868998
"Wave_2229",8.39519707376012
"Wave_2230",7.22199125651459
"Wave_2231",6.09382413971773
"Wave_2232",5.33177593628113
"Wave_2233",4.56972793153124
"Wave_2234",3.46535470582833
"Wave_2235",2.27539955895103
"Wave_2236",1.34724591744904
"Wave_2237",0.811794455564902
"Wave_2238",0.350799856855529
"Wave_2239",-0.0702283250841461
"Wave_2240",-0.49125606477876
"Wave_2241",-0.510797177262285
"Wave_2242",-0.276585992997469
"Wave_2243",-0.113030985728499
"Wave_2244",-0.177614274101897
"Wave_2245",-0.242197247733265
"Wave_2246",0.278841695274988
"Wave_2247",0.85428559852177
"Wave_2248",1.60248558234612
"Wave_2249",2.56816394528141
"Wave_2250",3.46730739449542
"Wave_2251",3.76763358697953
"Wave_2252",4.0679591604038
"Wave_2253",4.17414676638264
"Wave_2254",4.23760411608155
"Wave_2255",4.3838427285524
"Wave_2256",4.30780567308482
"Wave_2257",4.23176931268416
"Wave_2258",3.68267914402935
"Wave_2259",3.13358878365548
"Wave_2260",3.10140452600867
"Wave_2261",3.41382457672507
"Wave_2262",3.65476031486135
"Wave_2263",3.67010097347907
"Wave_2264",3.68544240445062
"Wave_2265",3.06092482559435
"Wave_2266",2.36531220574112
"Wave_2267",1.4653106453371
"Wave_2268",0.367187033098866
"Wave_2269",-0.649263125233909
"Wave_2270",-1.33901981435519
"Wave_2271",-2.02877672564227
"Wave_2272",-2.05274594446045
"Wave_2273",-1.91026878448939
"Wave_2274",-2.134308116677
"Wave_2275",-2.72486401102681
"Wave_2276",-3.30327982336736
"Wave_2277",-3.7724326139403
"Wave_2278",-4.24158647174125
"Wave_2279",-4.53877460920176
"Wave_2280",-4.79297058071942
"Wave_2281",-4.9141015354463
"Wave_2282",-4.83563472054172
"Wave_2283",-4.77824488735422
"Wave_2284",-4.91054007401401
"Wave_2285",-5.04283525224807
"Wave_2286",-4.86676752260044
"Wave_2287",-4.62446351985242
"Wave_2288",-4.70610336972029
"Wave_2289",-5.27365980937974
"Wave_2290",-5.80122617275504
"Wave_2291",-5.96887427138016
"Wave_2292",-6.13652250563227
"Wave_2293",-6.54816983304951
"Wave_2294",-7.06438739940229
"Wave_2295",-7.24206744689028
"Wave_2296",-6.91194047468296
"Wave_2297",-6.57638622056486
"Wave_2298",-6.19199111366863
"Wave_2299",-5.80759598046718
"Wave_2300",-5.82915785439857
"Wave_2301",-6.02470198274252
"Wave_2302",-6.16967130970833
"Wave_2303",-6.23877840288409
"Wave_2304",-6.32501724089838
"Wave_2305",-6.56545274429564
"Wave_2306",-6.8058869875163
"Wave_2307",-6.69607072717893
"Wave_2308",-6.49869262547431
"Wave_2309",-6.59986320637017
"Wave_2310",-7.14885854251486
"Wave_2311",-7.75006737526545
"Wave_2312",-8.82119841360415
"Wave_2313",-9.89232917099492
"Wave_2314",-10.161637011286
"Wave_2315",-10.2304894478977
"Wave_2316",-10.2294790406502
"Wave_2317",-10.1586045215863
"Wave_2318",-10.1484966389098
"Wave_2319",-10.3814556622367
"Wave_2320",-10.6144137821446
"Wave_2321",-10.373124693199
"Wave_2322",-10.0791409889519
"Wave_2323",-10.060739851354
"Wave_2324",-10.2260590879041
"Wave_2325",-10.3392031915102
"Wave_2326",-10.3306038807663
"Wave_2327",-10.3220045102579
"Wave_2328",-10.3673265022267
"Wave_2329",-10.4126485955959
"Wave_2330",-10.2227532383406
"Wave_2331",-9.93204983780572
"Wave_2332",-9.68194094017282
"Wave_2333",-9.49272390790441
"Wave_2334",-9.26571687795956
"Wave_2335",-8.69860432077649
"Wave_2336",-8.13149174645191
"Wave_2337",-8.17631042665066
"Wave_2338",-8.37411226170583
"Wave_2339",-8.5802476232179
"Wave_2340",-8.79471571140249
"Wave_2341",-8.85561877253312
"Wave_2342",-8.30225726607519
"Wave_2343",-7.74889592085079
"Wave_2344",-7.04495030455645
"Wave_2345",-6.3242730817272
"Wave_2346",-6.57561655224195
"Wave_2347",-7.18611911264835
"Wave_2348",-7.58754908583304
"Wave_2349",-7.75227198220672
"Wave_2350",-7.87258899543327
"Wave_2351",-7.59324853030674
"Wave_2352",-7.31390841459202
"Wave_2353",-6.79215117143859
"Wave_2354",-6.20978964394824
"Wave_2355",-5.85443950509549
"Wave_2356",-5.69343497909523
"Wave_2357",-5.75581663680439
"Wave_2358",-6.34966444906666
"Wave_2359",-6.94351269644281
"Wave_2360",-6.98387836570372
"Wave_2361",-7.02424459734976
"Wave_2362",-6.31207046986006
"Wave_2363",-5.43026842930542
"Wave_2364",-4.8548357664651
"Wave_2365",-4.4492633643481
"Wave_2366",-4.13790082636207
"Wave_2367",-4.2033777351246
"Wave_2368",-4.26885414175109
"Wave_2369",-5.28135951094968
"Wave_2370",-6.29078917257903
"Wave_2371",-6.86557456107538
"Wave_2372",-7.25408279574036
"Wave_2373",-7.59000927518455
"Wave_2374",-7.84706179310083
"Wave_2375",-8.28006133731754
"Wave_2376",-8.20345745201027
"Wave_2377",-8.12685364436457
"Wave_2378",-8.92861934570932
"Wave_2379",-9.82798159232217
"Wave_2380",-10.574599923034
"Wave_2381",-11.0493599050109
"Wave_2382",-11.6798818124784
"Wave_2383",-12.5440458616518
"Wave_2384",-13.1638445426281
"Wave_2385",-12.8061773833907
"Wave_2386",-12.448511049085
"Wave_2387",-12.464729975819
"Wave_2388",-12.5152002276976
"Wave_2389",-12.4889717971817
"Wave_2390",-12.4298724989549
"Wave_2391",-12.4888034855646
"Wave_2392",-12.7752333605223
"Wave_2393",-12.9513053807656
"Wave_2394",-12.2545202498965
"Wave_2395",-11.5577349660009
"Wave_2396",-11.868843012441
"Wave_2397",-12.1799509849304
"Wave_2398",-12.2516434978285
"Wave_2399",-12.3386039530266
"Wave_2400",-12.4292662514135
