"","protein_mg_m2.12.comps"
"Wave_2217",-6.21719556601166
"Wave_2218",-6.22527059062834
"Wave_2219",-6.21832163085051
"Wave_2220",-6.04323395896085
"Wave_2221",-5.86814645631797
"Wave_2222",-5.6828175327668
"Wave_2223",-5.51038821924046
"Wave_2224",-5.36337249903564
"Wave_2225",-5.27192488715983
"Wave_2226",-5.18047708006502
"Wave_2227",-5.30355347208566
"Wave_2228",-5.44288167836388
"Wave_2229",-5.56135464294864
"Wave_2230",-5.64206946058635
"Wave_2231",-5.69436272212019
"Wave_2232",-5.59519438782482
"Wave_2233",-5.4960259005469
"Wave_2234",-5.46160056052466
"Wave_2235",-5.44336140740886
"Wave_2236",-5.51941834719624
"Wave_2237",-5.7369201696626
"Wave_2238",-5.95021757299717
"Wave_2239",-5.93940263109024
"Wave_2240",-5.92858769522403
"Wave_2241",-5.75908801861916
"Wave_2242",-5.49558211472379
"Wave_2243",-5.3097716527511
"Wave_2244",-5.42005722480498
"Wave_2245",-5.53034294609305
"Wave_2246",-5.55159919164795
"Wave_2247",-5.54405457479561
"Wave_2248",-5.52677394045813
"Wave_2249",-5.49730790869121
"Wave_2250",-5.46427837888458
"Wave_2251",-5.39917536295686
"Wave_2252",-5.33407251448491
"Wave_2253",-5.23417987188502
"Wave_2254",-5.12771792450804
"Wave_2255",-5.03882802615822
"Wave_2256",-4.94488093694877
"Wave_2257",-4.85093345271159
"Wave_2258",-4.58960752754559
"Wave_2259",-4.32828134022937
"Wave_2260",-4.12350703408821
"Wave_2261",-3.95643404884811
"Wave_2262",-3.77203038490031
"Wave_2263",-3.5498487124762
"Wave_2264",-3.32766726939417
"Wave_2265",-3.25621904003763
"Wave_2266",-3.20151899528015
"Wave_2267",-3.08808302588281
"Wave_2268",-2.9223738682707
"Wave_2269",-2.77108957428733
"Wave_2270",-2.6775053256916
"Wave_2271",-2.58392092354673
"Wave_2272",-2.44048086191774
"Wave_2273",-2.28457659792262
"Wave_2274",-2.0500361217838
"Wave_2275",-1.73685889358353
"Wave_2276",-1.43059057042809
"Wave_2277",-1.18650232616998
"Wave_2278",-0.942414183108743
"Wave_2279",-0.943340986902701
"Wave_2280",-1.00552156303988
"Wave_2281",-1.02834254666469
"Wave_2282",-0.992124085538927
"Wave_2283",-0.958182225298107
"Wave_2284",-0.944731538113287
"Wave_2285",-0.931280986765707
"Wave_2286",-0.966633785823345
"Wave_2287",-1.0247522542423
"Wave_2288",-1.07142839468111
"Wave_2289",-1.10094135092131
"Wave_2290",-1.12607395013635
"Wave_2291",-1.1117842652498
"Wave_2292",-1.09749414547386
"Wave_2293",-1.02442594528455
"Wave_2294",-0.926167466041461
"Wave_2295",-0.750776532130857
"Wave_2296",-0.459687755488576
"Wave_2297",-0.143650364708268
"Wave_2298",0.396920702919767
"Wave_2299",0.93749215098538
"Wave_2300",1.16407763701618
"Wave_2301",1.25609755316009
"Wave_2302",1.35198859093168
"Wave_2303",1.453684872208
"Wave_2304",1.57833529559714
"Wave_2305",1.90957129204549
"Wave_2306",2.24080718020997
"Wave_2307",2.53363520443762
"Wave_2308",2.81686149064305
"Wave_2309",3.03544733507923
"Wave_2310",3.15707294867834
"Wave_2311",3.2591152822876
"Wave_2312",3.18491233011604
"Wave_2313",3.11070958797262
"Wave_2314",3.15412250163218
"Wave_2315",3.22693905250918
"Wave_2316",3.2091964646922
"Wave_2317",3.10089445709751
"Wave_2318",2.99289915244568
"Wave_2319",2.88613071679135
"Wave_2320",2.77936211870721
"Wave_2321",2.50583347792186
"Wave_2322",2.21377597271097
"Wave_2323",2.17237892445852
"Wave_2324",2.29808943854778
"Wave_2325",2.34361818605645
"Wave_2326",2.20205671054674
"Wave_2327",2.06049534959604
"Wave_2328",2.11463128796791
"Wave_2329",2.16876721117276
"Wave_2330",2.31154430407606
"Wave_2331",2.49231037015688
"Wave_2332",2.58035992099739
"Wave_2333",2.52933432343953
"Wave_2334",2.43632949856991
"Wave_2335",1.96551117663478
"Wave_2336",1.49469296955779
"Wave_2337",1.45221638610995
"Wave_2338",1.51682507063099
"Wave_2339",1.60954311252944
"Wave_2340",1.73037027390164
"Wave_2341",1.81414220644862
"Wave_2342",1.74969326377015
"Wave_2343",1.68524412359923
"Wave_2344",1.80085378759313
"Wave_2345",1.9364698369757
"Wave_2346",1.8144062386692
"Wave_2347",1.58557096013909
"Wave_2348",1.4006001594212
"Wave_2349",1.28300090308321
"Wave_2350",1.17807795686657
"Wave_2351",1.187240927282
"Wave_2352",1.19640380629643
"Wave_2353",1.37285882670146
"Wave_2354",1.59113698631645
"Wave_2355",1.56014264189371
"Wave_2356",1.35081416484085
"Wave_2357",1.22815212168024
"Wave_2358",1.44061494292831
"Wave_2359",1.65307753544925
"Wave_2360",1.46462723614469
"Wave_2361",1.27617689741685
"Wave_2362",1.28408237494382
"Wave_2363",1.34383531331152
"Wave_2364",1.37410271207635
"Wave_2365",1.34014332825436
"Wave_2366",1.30627363945318
"Wave_2367",1.27276230976159
"Wave_2368",1.23925097874418
"Wave_2369",1.5055041116862
"Wave_2370",1.77898434517386
"Wave_2371",1.91536620897687
"Wave_2372",1.99299169980819
"Wave_2373",2.15165309827041
"Wave_2374",2.43186836536364
"Wave_2375",2.68098460353443
"Wave_2376",2.61940341667225
"Wave_2377",2.55782219391799
"Wave_2378",2.65144562132311
"Wave_2379",2.7623140637996
"Wave_2380",2.85876807172253
"Wave_2381",2.93195836648683
"Wave_2382",2.81172760722249
"Wave_2383",2.40136512163094
"Wave_2384",2.03876270273051
"Wave_2385",1.86719953891214
"Wave_2386",1.69563655789779
"Wave_2387",1.94676971588511
"Wave_2388",2.20855814661107
"Wave_2389",2.20290620431748
"Wave_2390",2.08263687996576
"Wave_2391",1.97702092668382
"Wave_2392",1.90253150706837
"Wave_2393",1.8578043834834
"Wave_2394",1.83240943288125
"Wave_2395",1.80701451095259
"Wave_2396",1.95187819511487
"Wave_2397",2.09674180699348
"Wave_2398",1.93821746217193
"Wave_2399",1.72135767697758
"Wave_2400",1.89417423312609
