"","glucose_umol_m2.8.comps"
"Wave_2206",0.189267216191511
"Wave_2207",0.186739525247105
"Wave_2208",0.175362884092385
"Wave_2209",0.163986243611494
"Wave_2210",0.158124488636332
"Wave_2211",0.152235041311952
"Wave_2212",0.136658362630879
"Wave_2213",0.114987515165917
"Wave_2214",0.0942771443650391
"Wave_2215",0.0840754352982085
"Wave_2216",0.0740808708877768
"Wave_2217",0.0616640076512399
"Wave_2218",0.0465248302587215
"Wave_2219",0.0323231843094887
"Wave_2220",0.0225049407838704
"Wave_2221",0.0126866378654681
"Wave_2222",0.00430100374357861
"Wave_2223",-0.00395370975953091
"Wave_2224",-0.015624084077211
"Wave_2225",-0.0334285570135286
"Wave_2226",-0.0512330371492739
"Wave_2227",-0.0609130574245437
"Wave_2228",-0.070948526666387
"Wave_2229",-0.0904301769982015
"Wave_2230",-0.119522608815355
"Wave_2231",-0.147083457397145
"Wave_2232",-0.165471513422544
"Wave_2233",-0.183859575588696
"Wave_2234",-0.198152601274838
"Wave_2235",-0.211421878787368
"Wave_2236",-0.223657475379975
"Wave_2237",-0.234342539685979
"Wave_2238",-0.24335673317565
"Wave_2239",-0.254078701275854
"Wave_2240",-0.264800666720758
"Wave_2241",-0.264394383731622
"Wave_2242",-0.257463392084729
"Wave_2243",-0.248293862148136
"Wave_2244",-0.228000701297405
"Wave_2245",-0.20770754062211
"Wave_2246",-0.18788015817438
"Wave_2247",-0.169514697093658
"Wave_2248",-0.141827076182895
"Wave_2249",-0.100442336530218
"Wave_2250",-0.0599570766474502
"Wave_2251",-0.0275672304373086
"Wave_2252",0.00482262871815226
"Wave_2253",0.0161254447189404
"Wave_2254",0.0196883739918058
"Wave_2255",0.0228947030665504
"Wave_2256",0.0203949074701351
"Wave_2257",0.0178951070375711
"Wave_2258",0.0233578081663317
"Wave_2259",0.0288205021832158
"Wave_2260",0.039010168074695
"Wave_2261",0.0523511720828105
"Wave_2262",0.0598056415334105
"Wave_2263",0.0453651254081908
"Wave_2264",0.0309246194827349
"Wave_2265",0.0328959365471844
"Wave_2266",0.0366908209243067
"Wave_2267",0.0322290147911035
"Wave_2268",0.0201660353483036
"Wave_2269",0.00871070380941062
"Wave_2270",-0.000313860634735305
"Wave_2271",-0.00933841417322764
"Wave_2272",-0.00936302377075964
"Wave_2273",-0.00713762061360049
"Wave_2274",-0.00454499564239124
"Wave_2275",-0.00158513797105081
"Wave_2276",0.00060790862146721
"Wave_2277",-0.00410034175142665
"Wave_2278",-0.00880861225615115
"Wave_2279",-0.0116355847600494
"Wave_2280",-0.0139922248624421
"Wave_2281",-0.0119365687290312
"Wave_2282",-0.00326243949301355
"Wave_2283",0.00511172647167074
"Wave_2284",0.0107862591784907
"Wave_2285",0.0164607795222112
"Wave_2286",0.0412022511043564
"Wave_2287",0.0721531692042506
"Wave_2288",0.0941640275021032
"Wave_2289",0.102764790526517
"Wave_2290",0.111607785598064
"Wave_2291",0.12263113121023
"Wave_2292",0.1336544763645
"Wave_2293",0.123260953165629
"Wave_2294",0.103688783602226
"Wave_2295",0.0958530806645016
"Wave_2296",0.105622057454009
"Wave_2297",0.114460417221476
"Wave_2298",0.114922808163312
"Wave_2299",0.115385210871862
"Wave_2300",0.12991916367253
"Wave_2301",0.150483794755697
"Wave_2302",0.167850845535194
"Wave_2303",0.180421628853784
"Wave_2304",0.19172362255179
"Wave_2305",0.191606657964601
"Wave_2306",0.191489685510678
"Wave_2307",0.18303140368641
"Wave_2308",0.172487762482189
"Wave_2309",0.152584347969118
"Wave_2310",0.118641264772456
"Wave_2311",0.0864622996973251
"Wave_2312",0.0701602299574599
"Wave_2313",0.0538581565700592
"Wave_2314",0.0484180352659598
"Wave_2315",0.0456934067038187
"Wave_2316",0.0490494365984072
"Wave_2317",0.0584861652800554
"Wave_2318",0.0684678868941661
"Wave_2319",0.0806296605744947
"Wave_2320",0.0927914307616955
"Wave_2321",0.081514177694552
"Wave_2322",0.067632587271663
"Wave_2323",0.0530756862016293
"Wave_2324",0.0380685699803696
"Wave_2325",0.0294593172905789
"Wave_2326",0.0357783726320545
"Wave_2327",0.0420974372072029
"Wave_2328",0.0560503732814807
"Wave_2329",0.0700033260175849
"Wave_2330",0.0772110801786256
"Wave_2331",0.0815280443153764
"Wave_2332",0.0900323889140622
"Wave_2333",0.104817818300528
"Wave_2334",0.119275430140219
"Wave_2335",0.130782626960625
"Wave_2336",0.142289827761106
"Wave_2337",0.134101330062861
"Wave_2338",0.120988887520789
"Wave_2339",0.11297335451947
"Wave_2340",0.110054738112668
"Wave_2341",0.111210046286233
"Wave_2342",0.128661061381559
"Wave_2343",0.146112074050683
"Wave_2344",0.166534690722452
"Wave_2345",0.187287502143319
"Wave_2346",0.188006056483247
"Wave_2347",0.181764945047553
"Wave_2348",0.182153544432915
"Wave_2349",0.188295042271546
"Wave_2350",0.193929675382131
"Wave_2351",0.195002193540842
"Wave_2352",0.196074700686681
"Wave_2353",0.199739881875425
"Wave_2354",0.204053234445136
"Wave_2355",0.197293628469198
"Wave_2356",0.179573188262657
"Wave_2357",0.170315296051051
"Wave_2358",0.18643292951994
"Wave_2359",0.20255057265405
"Wave_2360",0.216942395947775
"Wave_2361",0.231334222869233
"Wave_2362",0.24795189379822
"Wave_2363",0.264001564103164
"Wave_2364",0.278280600982839
"Wave_2365",0.292202687996442
"Wave_2366",0.302217836710094
"Wave_2367",0.296605122399315
"Wave_2368",0.290992417718213
"Wave_2369",0.283090249867361
"Wave_2370",0.27464053844109
"Wave_2371",0.267931677179645
"Wave_2372",0.261968912232825
"Wave_2373",0.253502076324948
"Wave_2374",0.241279121790107
"Wave_2375",0.221349738189095
"Wave_2376",0.193522601546988
"Wave_2377",0.165695481960511
"Wave_2378",0.158728517839352
"Wave_2379",0.154079348773832
"Wave_2380",0.152325907270863
"Wave_2381",0.154508013792159
"Wave_2382",0.144247551473892
"Wave_2383",0.115323294594808
"Wave_2384",0.0897936256883864
"Wave_2385",0.0778423262981469
"Wave_2386",0.065891020091569
"Wave_2387",0.0646484929887815
"Wave_2388",0.0621803588687277
"Wave_2389",0.0761855808580767
"Wave_2390",0.0972507978049721
"Wave_2391",0.113587276993448
"Wave_2392",0.120716447833326
"Wave_2393",0.124005690947018
"Wave_2394",0.125969934976377
"Wave_2395",0.127934182692434
"Wave_2396",0.103075473006612
"Wave_2397",0.0782167622088241
"Wave_2398",0.060173201651756
"Wave_2399",0.0436339731962414
"Wave_2400",0.0480045892512766
