"","all_carb_m2.12.comps"
"Wave_2232",72.791186412049
"Wave_2233",73.5336866294311
"Wave_2234",75.3310651198071
"Wave_2235",77.3921617322421
"Wave_2236",78.2303004793286
"Wave_2237",77.2340062648137
"Wave_2238",76.4101876117941
"Wave_2239",75.7247970402142
"Wave_2240",75.0394095297499
"Wave_2241",74.2249616626738
"Wave_2242",73.3702399579037
"Wave_2243",72.3640818902899
"Wave_2244",70.7112163725481
"Wave_2245",69.0583490571659
"Wave_2246",66.0365237714438
"Wave_2247",62.6366089041119
"Wave_2248",59.5615490872535
"Wave_2249",56.8681294845158
"Wave_2250",54.1110034316366
"Wave_2251",50.7805430031708
"Wave_2252",47.4500778341153
"Wave_2253",43.6183228696401
"Wave_2254",39.5737314617207
"Wave_2255",35.5297130506909
"Wave_2256",30.7856155904804
"Wave_2257",26.0415151906228
"Wave_2258",23.0439847194529
"Wave_2259",20.0464531011167
"Wave_2260",17.0561609343497
"Wave_2261",14.0706967912846
"Wave_2262",10.8705262280066
"Wave_2263",6.87367239028693
"Wave_2264",2.87681734787346
"Wave_2265",-0.190090300799569
"Wave_2266",-3.15366900726566
"Wave_2267",-7.11931526890923
"Wave_2268",-12.1181905535928
"Wave_2269",-17.1149638736673
"Wave_2270",-22.1033225926675
"Wave_2271",-27.0916797662072
"Wave_2272",-31.5863441807263
"Wave_2273",-35.9575830569247
"Wave_2274",-39.6594488304119
"Wave_2275",-42.6919401124879
"Wave_2276",-45.8060864556525
"Wave_2277",-49.6551235494071
"Wave_2278",-53.5041635973386
"Wave_2279",-55.5891421957641
"Wave_2280",-57.23310692281
"Wave_2281",-58.0895866285438
"Wave_2282",-57.7648400049249
"Wave_2283",-57.3365526904713
"Wave_2284",-55.9764122140434
"Wave_2285",-54.6162703145996
"Wave_2286",-50.8105887767762
"Wave_2287",-46.2632649436155
"Wave_2288",-42.3149888548226
"Wave_2289",-39.2652850519867
"Wave_2290",-36.2435409199717
"Wave_2291",-33.4734295750599
"Wave_2292",-30.7033172911313
"Wave_2293",-30.1848275539434
"Wave_2294",-30.6313184889401
"Wave_2295",-29.8256661494474
"Wave_2296",-27.1418048116894
"Wave_2297",-24.5099960805617
"Wave_2298",-22.3466746062697
"Wave_2299",-20.1833531732155
"Wave_2300",-18.2230693181596
"Wave_2301",-16.3498035001847
"Wave_2302",-15.881212308557
"Wave_2303",-17.5196368835232
"Wave_2304",-19.1555262026845
"Wave_2305",-20.7686178352633
"Wave_2306",-22.3817084256085
"Wave_2307",-22.9423861760953
"Wave_2308",-23.2399605362494
"Wave_2309",-23.5362094128636
"Wave_2310",-23.8304656915876
"Wave_2311",-24.4360622100919
"Wave_2312",-27.8437070148398
"Wave_2313",-31.2513521298693
"Wave_2314",-33.1542023296111
"Wave_2315",-34.6808559131407
"Wave_2316",-35.1169425318868
"Wave_2317",-34.4624661274387
"Wave_2318",-33.7355454570404
"Wave_2319",-32.7188528367553
"Wave_2320",-31.7021584912213
"Wave_2321",-30.2158516583736
"Wave_2322",-28.6773641043475
"Wave_2323",-27.7086028994113
"Wave_2324",-27.1196587560468
"Wave_2325",-26.8235082626603
"Wave_2326",-27.2105442366927
"Wave_2327",-27.5975773396542
"Wave_2328",-25.3961266695318
"Wave_2329",-23.1946745740664
"Wave_2330",-20.6513083134131
"Wave_2331",-17.9614074554251
"Wave_2332",-15.3201190938531
"Wave_2333",-12.7517544530197
"Wave_2334",-10.3636883421403
"Wave_2335",-9.59833900925302
"Wave_2336",-8.8329910698067
"Wave_2337",-8.21942461580191
"Wave_2338",-7.64380605146604
"Wave_2339",-7.41634960948535
"Wave_2340",-7.53705336746545
"Wave_2341",-7.16660293667549
"Wave_2342",-4.83152484568625
"Wave_2343",-2.49644636407051
"Wave_2344",-0.283617125294013
"Wave_2345",1.91562973508177
"Wave_2346",4.23102141132481
"Wave_2347",6.67483185310693
"Wave_2348",8.59839925259336
"Wave_2349",9.17984998008315
"Wave_2350",9.7883640171803
"Wave_2351",10.6404381995108
"Wave_2352",11.4925115125818
"Wave_2353",12.1311269410003
"Wave_2354",12.7163777162025
"Wave_2355",12.8750463123572
"Wave_2356",12.5665686743597
"Wave_2357",12.1369280235435
"Wave_2358",12.5640666385516
"Wave_2359",12.9912055912822
"Wave_2360",13.5784536412112
"Wave_2361",14.1657026101507
"Wave_2362",15.1942726511975
"Wave_2363",16.2390667325416
"Wave_2364",16.2883796849521
"Wave_2365",15.1663275920799
"Wave_2366",13.8003251668478
"Wave_2367",11.4585236059896
"Wave_2368",9.11672242155879
"Wave_2369",9.81289579076317
"Wave_2370",10.4783338865672
"Wave_2371",11.7551349210027
"Wave_2372",13.293950061318
"Wave_2373",13.8560004199775
"Wave_2374",12.9529046604353
"Wave_2375",11.5475793088544
"Wave_2376",10.3649948812428
"Wave_2377",9.18241064126686
"Wave_2378",7.59294648388012
"Wave_2379",5.95827195030256
"Wave_2380",4.773677267687
"Wave_2381",4.04931309898314
"Wave_2382",3.5067733719411
"Wave_2383",3.23697409675071
"Wave_2384",2.9119223278177
"Wave_2385",2.36586723453355
"Wave_2386",1.81981191387667
"Wave_2387",1.99694033340162
"Wave_2388",2.01419106233442
"Wave_2389",1.87768184537221
"Wave_2390",1.67527594200582
"Wave_2391",1.35775296157251
"Wave_2392",0.75163625875726
"Wave_2393",1.16195747485908
"Wave_2394",4.90227770161905
"Wave_2395",8.64259817730461
"Wave_2396",7.40992052802487
"Wave_2397",6.17724355503175
"Wave_2398",3.69097325369143
"Wave_2399",0.768867905950038
"Wave_2400",-0.587274310318813
