"","starch_umol_Glc_m2.12.comps"
"Wave_2229",75.7430365420905
"Wave_2230",76.8320410152664
"Wave_2231",77.8168511386587
"Wave_2232",78.30290383484
"Wave_2233",78.7889557045717
"Wave_2234",80.1734887339208
"Wave_2235",81.782642321517
"Wave_2236",82.4510263676063
"Wave_2237",81.708258608316
"Wave_2238",81.2324262476032
"Wave_2239",81.1688697684867
"Wave_2240",81.1053183491097
"Wave_2241",80.2455153277216
"Wave_2242",79.0721162919382
"Wave_2243",77.7325369670489
"Wave_2244",75.4757112898646
"Wave_2245",73.2188843514719
"Wave_2246",71.2351966956622
"Wave_2247",69.1877986185133
"Wave_2248",66.5739225854981
"Wave_2249",63.0695300296058
"Wave_2250",59.6019456261707
"Wave_2251",56.4656554082202
"Wave_2252",53.329362496211
"Wave_2253",49.7692059281218
"Wave_2254",46.1059171830776
"Wave_2255",42.431106258729
"Wave_2256",37.663811484923
"Wave_2257",32.8965155429681
"Wave_2258",29.690749164033
"Wave_2259",26.484981533576
"Wave_2260",23.5938801574067
"Wave_2261",20.9125597458933
"Wave_2262",17.9777042594665
"Wave_2263",14.4054554657133
"Wave_2264",10.8332049890296
"Wave_2265",6.90794262647979
"Wave_2266",2.94345666827423
"Wave_2267",-1.71825887808491
"Wave_2268",-7.13788022704031
"Wave_2269",-12.5874288072354
"Wave_2270",-18.1566824316408
"Wave_2271",-23.7259351524487
"Wave_2272",-28.6606028514004
"Wave_2273",-33.43662185034
"Wave_2274",-38.0311646135692
"Wave_2275",-42.4442320510613
"Wave_2276",-46.8857187152738
"Wave_2277",-51.5829815683535
"Wave_2278",-56.2802450977888
"Wave_2279",-59.3107508922199
"Wave_2280",-61.9245665537128
"Wave_2281",-63.4982494784314
"Wave_2282",-63.5117286630601
"Wave_2283",-63.3571199075902
"Wave_2284",-61.6897181796443
"Wave_2285",-60.0223156296871
"Wave_2286",-57.8041228982188
"Wave_2287",-55.540763246875
"Wave_2288",-52.9146897093058
"Wave_2289",-49.7445402655664
"Wave_2290",-46.6628706487086
"Wave_2291",-44.3775240103055
"Wave_2292",-42.0921741568729
"Wave_2293",-40.8035276857482
"Wave_2294",-39.9420404140371
"Wave_2295",-38.5777515351378
"Wave_2296",-36.4592665096825
"Wave_2297",-34.4169467453725
"Wave_2298",-33.0601194319399
"Wave_2299",-31.7032924162657
"Wave_2300",-30.6342695607399
"Wave_2301",-29.6885907824264
"Wave_2302",-29.8909356903268
"Wave_2303",-31.8153165177893
"Wave_2304",-33.7153878904491
"Wave_2305",-35.3966778205311
"Wave_2306",-37.0779661127072
"Wave_2307",-37.4332686466027
"Wave_2308",-37.45707247666
"Wave_2309",-38.0705654201063
"Wave_2310",-39.5685880216187
"Wave_2311",-41.2038802382482
"Wave_2312",-44.0745896054465
"Wave_2313",-46.9453017428654
"Wave_2314",-49.3421110243995
"Wave_2315",-51.620448335109
"Wave_2316",-52.0982624324456
"Wave_2317",-50.775557679494
"Wave_2318",-49.7237758573718
"Wave_2319",-49.7556896859148
"Wave_2320",-49.7876023280661
"Wave_2321",-48.2696764364546
"Wave_2322",-46.5795439382444
"Wave_2323",-44.6952876012018
"Wave_2324",-42.6816133124316
"Wave_2325",-40.9470957225652
"Wave_2326",-39.8639436786599
"Wave_2327",-38.7807901540614
"Wave_2328",-37.3101823554302
"Wave_2329",-35.8395747058237
"Wave_2330",-34.8968235576928
"Wave_2331",-34.1802971212315
"Wave_2332",-32.1857538941918
"Wave_2333",-28.2741872222222
"Wave_2334",-24.5097903249577
"Wave_2335",-22.0699418270923
"Wave_2336",-19.6300942786487
"Wave_2337",-18.9496547343182
"Wave_2338",-18.7090668163003
"Wave_2339",-17.8725261407417
"Wave_2340",-16.440030085668
"Wave_2341",-14.9437584346378
"Wave_2342",-13.1923807761481
"Wave_2343",-11.4410031086029
"Wave_2344",-10.187482125051
"Wave_2345",-8.98927837192827
"Wave_2346",-8.64967632243086
"Wave_2347",-8.70477019365968
"Wave_2348",-7.30771466433777
"Wave_2349",-4.03397126318925
"Wave_2350",-1.05061729479874
"Wave_2351",-0.680777931336372
"Wave_2352",-0.310938665552452
"Wave_2353",-0.86930662999858
"Wave_2354",-1.65972651943433
"Wave_2355",-2.07344812238099
"Wave_2356",-2.43151583785355
"Wave_2357",-2.62736895762047
"Wave_2358",-1.70982738382935
"Wave_2359",-0.792286126540375
"Wave_2360",-0.153162397047033
"Wave_2361",0.485963315032907
"Wave_2362",0.886388597986528
"Wave_2363",1.14036972944701
"Wave_2364",0.342280294964533
"Wave_2365",-1.34153647061731
"Wave_2366",-2.97390430273604
"Wave_2367",-4.40047303284843
"Wave_2368",-5.8270429990614
"Wave_2369",-4.42482702045674
"Wave_2370",-3.05306696394678
"Wave_2371",-2.40662704733679
"Wave_2372",-2.07103872870071
"Wave_2373",-2.49588693862814
"Wave_2374",-4.06138825191709
"Wave_2375",-5.97077295077143
"Wave_2376",-6.48443377272694
"Wave_2377",-6.99809501757534
"Wave_2378",-6.42659060078885
"Wave_2379",-5.73451215893844
"Wave_2380",-5.47769409879846
"Wave_2381",-5.17375278693864
"Wave_2382",-4.27468672200152
"Wave_2383",-2.48293274984311
"Wave_2384",-1.23657420107675
"Wave_2385",-2.17179717199774
"Wave_2386",-3.10702008586517
"Wave_2387",-2.27354661367372
"Wave_2388",-1.47982709995884
"Wave_2389",-1.67853842954806
"Wave_2390",-2.30257669541887
"Wave_2391",-2.28267986864088
"Wave_2392",-1.82197010463835
"Wave_2393",-1.59510204865968
"Wave_2394",-1.16973870280215
"Wave_2395",-0.744375183900804
"Wave_2396",-0.98953601949326
"Wave_2397",-1.23469662131566
"Wave_2398",-1.39859164514735
"Wave_2399",-1.57852277552445
"Wave_2400",-2.87844396209495
