"","H20_g_m2.11.comps"
"Wave_2222",27.443555986594
"Wave_2223",27.1777208807842
"Wave_2224",26.6072081879632
"Wave_2225",25.5481230572158
"Wave_2226",24.4890388353059
"Wave_2227",23.8517868867497
"Wave_2228",23.2743404953363
"Wave_2229",22.4787155148167
"Wave_2230",21.365782304015
"Wave_2231",20.2545975436882
"Wave_2232",19.409477878208
"Wave_2233",18.5643561111605
"Wave_2234",17.6232837182298
"Wave_2235",16.6582223252289
"Wave_2236",16.6422476462571
"Wave_2237",18.0499009606028
"Wave_2238",19.5627391826056
"Wave_2239",20.0916394641558
"Wave_2240",20.6205395440787
"Wave_2241",20.8973116760666
"Wave_2242",21.1184486654898
"Wave_2243",21.2104095683907
"Wave_2244",20.4585952110215
"Wave_2245",19.70678060111
"Wave_2246",19.8443645656527
"Wave_2247",20.1549946684908
"Wave_2248",20.5021891775882
"Wave_2249",20.8316410587223
"Wave_2250",21.0887702714982
"Wave_2251",20.6949817882964
"Wave_2252",20.3011935905543
"Wave_2253",20.0264284762822
"Wave_2254",19.8182407185536
"Wave_2255",19.6903851665898
"Wave_2256",19.0311539523138
"Wave_2257",18.3719225769886
"Wave_2258",16.8744224071737
"Wave_2259",15.3769226844073
"Wave_2260",14.7172451285533
"Wave_2261",14.6161148784056
"Wave_2262",14.4611795857059
"Wave_2263",14.4412628521274
"Wave_2264",14.4213446090124
"Wave_2265",13.0522629134589
"Wave_2266",11.5332731651941
"Wave_2267",9.53255734600539
"Wave_2268",6.97617767138875
"Wave_2269",4.46408935932811
"Wave_2270",2.1291710518363
"Wave_2271",-0.205747838646958
"Wave_2272",-1.47562098769492
"Wave_2273",-2.47923446879422
"Wave_2274",-3.11468564463575
"Wave_2275",-3.38197668464017
"Wave_2276",-3.78311733581952
"Wave_2277",-5.38892116671509
"Wave_2278",-6.99472428869182
"Wave_2279",-9.06784290679679
"Wave_2280",-11.2577884944916
"Wave_2281",-12.5723656095375
"Wave_2282",-12.5738910404618
"Wave_2283",-12.5615571421888
"Wave_2284",-12.4244792858623
"Wave_2285",-12.2874031423204
"Wave_2286",-12.3649612236987
"Wave_2287",-12.6236917051573
"Wave_2288",-12.8445891039598
"Wave_2289",-13.0087368165685
"Wave_2290",-13.1046879745921
"Wave_2291",-12.5868452685868
"Wave_2292",-12.0690061976011
"Wave_2293",-11.7850905834718
"Wave_2294",-11.6014306893749
"Wave_2295",-11.022186934073
"Wave_2296",-9.84957660124024
"Wave_2297",-8.77957749776088
"Wave_2298",-8.63310208369618
"Wave_2299",-8.48662818536257
"Wave_2300",-8.21195556171576
"Wave_2301",-7.88234234011086
"Wave_2302",-7.95578212137009
"Wave_2303",-8.63380246121467
"Wave_2304",-9.212268785318
"Wave_2305",-8.89475698636492
"Wave_2306",-8.57724295151873
"Wave_2307",-8.69275909577273
"Wave_2308",-8.91653108285315
"Wave_2309",-9.56365901560339
"Wave_2310",-10.8458228253237
"Wave_2311",-12.3282386019337
"Wave_2312",-15.6129136522206
"Wave_2313",-18.8975892660266
"Wave_2314",-20.6455909222639
"Wave_2315",-22.0094242211152
"Wave_2316",-23.3920071148902
"Wave_2317",-24.7933398531859
"Wave_2318",-26.4432387588338
"Wave_2319",-29.0874083168768
"Wave_2320",-31.7315783525736
"Wave_2321",-32.4513911957081
"Wave_2322",-32.9573868135119
"Wave_2323",-32.5094626774207
"Wave_2324",-31.4255885042048
"Wave_2325",-30.3179257488474
"Wave_2326",-29.1547544353565
"Wave_2327",-27.9915825607454
"Wave_2328",-26.7966850865409
"Wave_2329",-25.6017918584724
"Wave_2330",-25.2432490277575
"Wave_2331",-25.2431468813553
"Wave_2332",-24.7606676586503
"Wave_2333",-23.5546218681822
"Wave_2334",-22.4473620522592
"Wave_2335",-22.2291766091511
"Wave_2336",-22.0109903787701
"Wave_2337",-22.2612015118204
"Wave_2338",-22.6285140843612
"Wave_2339",-23.3485086312278
"Wave_2340",-24.4211818308247
"Wave_2341",-25.0895788457808
"Wave_2342",-24.1408613024756
"Wave_2343",-23.1921441014776
"Wave_2344",-21.4938110608004
"Wave_2345",-19.7121895430974
"Wave_2346",-20.4605290029465
"Wave_2347",-22.5337406269044
"Wave_2348",-23.7788679428087
"Wave_2349",-23.9990548014068
"Wave_2350",-24.2397620637198
"Wave_2351",-24.665158782529
"Wave_2352",-25.0905535231494
"Wave_2353",-24.7082871627795
"Wave_2354",-24.1241043868362
"Wave_2355",-23.3443294904003
"Wave_2356",-22.7357412551464
"Wave_2357",-22.9586485540818
"Wave_2358",-24.9191718309977
"Wave_2359",-26.8796954653554
"Wave_2360",-28.7340534742598
"Wave_2361",-30.5884120324643
"Wave_2362",-32.2144850019989
"Wave_2363",-33.7960853475791
"Wave_2364",-34.377757379652
"Wave_2365",-33.9068581439528
"Wave_2366",-33.4706271198645
"Wave_2367",-33.1730691083422
"Wave_2368",-32.8755100360292
"Wave_2369",-35.0034563178298
"Wave_2370",-37.0947999998524
"Wave_2371",-38.812442923814
"Wave_2372",-40.3699268511603
"Wave_2373",-41.226730726541
"Wave_2374",-41.0325127069153
"Wave_2375",-41.1520057170465
"Wave_2376",-40.6951523203673
"Wave_2377",-40.2383002186174
"Wave_2378",-40.5354601807052
"Wave_2379",-40.916399589612
"Wave_2380",-40.376914591187
"Wave_2381",-39.1755507197247
"Wave_2382",-38.9096887977757
"Wave_2383",-40.0470833534842
"Wave_2384",-41.2075351523388
"Wave_2385",-42.4602185680365
"Wave_2386",-43.7129017517975
"Wave_2387",-42.3194242103541
"Wave_2388",-40.8447200431417
"Wave_2389",-39.8077665091408
"Wave_2390",-38.9584212320467
"Wave_2391",-38.3779535096263
"Wave_2392",-38.3458628465989
"Wave_2393",-38.2137678384627
"Wave_2394",-37.0789407068458
"Wave_2395",-35.9441138426271
"Wave_2396",-36.6248123170059
"Wave_2397",-37.3055105190512
"Wave_2398",-37.2024893806853
"Wave_2399",-37.0851246622047
"Wave_2400",-38.5751965831687
