"","nitrate_umol_m2.10.comps"
"Wave_2218",-5.74126504049607
"Wave_2219",-5.69023418133241
"Wave_2220",-5.58721159512433
"Wave_2221",-5.48418882162161
"Wave_2222",-5.37411715124578
"Wave_2223",-5.26433108469069
"Wave_2224",-5.14450311958898
"Wave_2225",-5.02184188737503
"Wave_2226",-4.89918019544561
"Wave_2227",-4.80519146899518
"Wave_2228",-4.70909198468258
"Wave_2229",-4.61370619912649
"Wave_2230",-4.51764112093516
"Wave_2231",-4.41812900228154
"Wave_2232",-4.30561710908376
"Wave_2233",-4.19310519602439
"Wave_2234",-4.11476222328163
"Wave_2235",-4.0449613813814
"Wave_2236",-3.97644088651629
"Wave_2237",-3.90984061997529
"Wave_2238",-3.84629151965002
"Wave_2239",-3.76029114006364
"Wave_2240",-3.67429089180336
"Wave_2241",-3.60735021770715
"Wave_2242",-3.55346860213687
"Wave_2243",-3.50968015102062
"Wave_2244",-3.51374979280949
"Wave_2245",-3.51781966142685
"Wave_2246",-3.51428311406905
"Wave_2247",-3.50363656542967
"Wave_2248",-3.50545634226729
"Wave_2249",-3.52700553437412
"Wave_2250",-3.53550634852724
"Wave_2251",-3.42657226032942
"Wave_2252",-3.31763833794422
"Wave_2253",-3.19173321309473
"Wave_2254",-3.05603555106305
"Wave_2255",-2.93503538645048
"Wave_2256",-2.8219969987525
"Wave_2257",-2.70895862709428
"Wave_2258",-2.62548329150793
"Wave_2259",-2.54200805995545
"Wave_2260",-2.46434346202857
"Wave_2261",-2.39055281494995
"Wave_2262",-2.29104173158767
"Wave_2263",-2.10262320888179
"Wave_2264",-1.9142047007621
"Wave_2265",-1.71316742402781
"Wave_2266",-1.51072812884707
"Wave_2267",-1.31903611968218
"Wave_2268",-1.12915590095262
"Wave_2269",-0.941709325057468
"Wave_2270",-0.763996788480618
"Wave_2271",-0.586284274825321
"Wave_2272",-0.379043788411058
"Wave_2273",-0.164421352574787
"Wave_2274",0.0526464744294457
"Wave_2275",0.272159854933499
"Wave_2276",0.47995130949339
"Wave_2277",0.58224560622045
"Wave_2278",0.684539926469275
"Wave_2279",0.783249220675033
"Wave_2280",0.881062326910642
"Wave_2281",0.974639468103032
"Wave_2282",1.06186242286447
"Wave_2283",1.14821972789492
"Wave_2284",1.22678709077075
"Wave_2285",1.30535443570237
"Wave_2286",1.23613128452016
"Wave_2287",1.12577427166833
"Wave_2288",1.02003891959029
"Wave_2289",0.921235772762688
"Wave_2290",0.822085969402677
"Wave_2291",0.719814730254422
"Wave_2292",0.617543520764014
"Wave_2293",0.621043717852718
"Wave_2294",0.66987442743275
"Wave_2295",0.712716282822241
"Wave_2296",0.74657476422123
"Wave_2297",0.785283822584904
"Wave_2298",0.867649052629341
"Wave_2299",0.950014197454807
"Wave_2300",1.03511096447297
"Wave_2301",1.1213784067857
"Wave_2302",1.23338605582836
"Wave_2303",1.38400398486245
"Wave_2304",1.53231756919218
"Wave_2305",1.65989462007271
"Wave_2306",1.78747160629397
"Wave_2307",1.94530229743921
"Wave_2308",2.1106961090997
"Wave_2309",2.29314231927008
"Wave_2310",2.50116724339724
"Wave_2311",2.71177862555477
"Wave_2312",2.94566775506826
"Wave_2313",3.17955701080061
"Wave_2314",3.320876505731
"Wave_2315",3.43905357275953
"Wave_2316",3.45298894215259
"Wave_2317",3.36268256315363
"Wave_2318",3.26530781120516
"Wave_2319",3.13965963086085
"Wave_2320",3.01401135028142
"Wave_2321",2.89282693721105
"Wave_2322",2.77213836413009
"Wave_2323",2.73835047750084
"Wave_2324",2.76249633010723
"Wave_2325",2.78264447789894
"Wave_2326",2.79346464450904
"Wave_2327",2.80428480598219
"Wave_2328",2.72830958428305
"Wave_2329",2.65233421616983
"Wave_2330",2.5697395054698
"Wave_2331",2.48430786000397
"Wave_2332",2.37222638957706
"Wave_2333",2.22017026609853
"Wave_2334",2.07601746285789
"Wave_2335",2.00299357632991
"Wave_2336",1.92996975241461
"Wave_2337",1.9315636515417
"Wave_2338",1.95181200727286
"Wave_2339",1.93085602740411
"Wave_2340",1.86869558710259
"Wave_2341",1.81931959516308
"Wave_2342",1.82108052708646
"Wave_2343",1.82284159774667
"Wave_2344",1.83691319900611
"Wave_2345",1.85235257828799
"Wave_2346",1.81359248372127
"Wave_2347",1.74594330658867
"Wave_2348",1.63824577545921
"Wave_2349",1.44747187342771
"Wave_2350",1.27963381003145
"Wave_2351",1.31821747027268
"Wave_2352",1.35680107253926
"Wave_2353",1.42228649449729
"Wave_2354",1.4944972280708
"Wave_2355",1.5598503983204
"Wave_2356",1.62122354449428
"Wave_2357",1.68949659041893
"Wave_2358",1.77018976601179
"Wave_2359",1.85088296915188
"Wave_2360",1.85227368064163
"Wave_2361",1.85366435788448
"Wave_2362",1.81687261425013
"Wave_2363",1.76726289411373
"Wave_2364",1.74252574644214
"Wave_2365",1.73664891597945
"Wave_2366",1.74611242460837
"Wave_2367",1.81693710084078
"Wave_2368",1.88776175750211
"Wave_2369",1.90820833661895
"Wave_2370",1.93620807974036
"Wave_2371",2.02957654254974
"Wave_2372",2.1509602326937
"Wave_2373",2.29415125271865
"Wave_2374",2.47005321453693
"Wave_2375",2.63749931262351
"Wave_2376",2.64070330271991
"Wave_2377",2.6439072740714
"Wave_2378",2.61940157544546
"Wave_2379",2.59181699397311
"Wave_2380",2.55575817202214
"Wave_2381",2.50487627936364
"Wave_2382",2.45142677206003
"Wave_2383",2.39412597796179
"Wave_2384",2.34297691913541
"Wave_2385",2.31643478127518
"Wave_2386",2.28989257538921
"Wave_2387",2.47245473085307
"Wave_2388",2.65372129685528
"Wave_2389",2.7149622108251
"Wave_2390",2.72476356373662
"Wave_2391",2.67866693432627
"Wave_2392",2.58320904412141
"Wave_2393",2.52306913927862
"Wave_2394",2.48999682065764
"Wave_2395",2.45692451592644
"Wave_2396",2.41705496097652
"Wave_2397",2.37718533326764
"Wave_2398",2.33764697059262
"Wave_2399",2.30240428833519
"Wave_2400",2.30351222863903
