"","all_sug_m2.14.comps"
"Wave_2218",-2.03086012454925
"Wave_2219",-1.98451025921345
"Wave_2220",-2.0027513341358
"Wave_2221",-2.02099287608467
"Wave_2222",-1.94943132858164
"Wave_2223",-1.83825612130905
"Wave_2224",-1.76469903460882
"Wave_2225",-1.808383061922
"Wave_2226",-1.85206729411496
"Wave_2227",-1.77114983264524
"Wave_2228",-1.67163639033857
"Wave_2229",-1.64847862688018
"Wave_2230",-1.6718521406761
"Wave_2231",-1.66022437274389
"Wave_2232",-1.51050085356179
"Wave_2233",-1.36077755677541
"Wave_2234",-1.3119505735107
"Wave_2235",-1.28834819420904
"Wave_2236",-1.29181499380197
"Wave_2237",-1.33588571860718
"Wave_2238",-1.39133348075326
"Wave_2239",-1.39356955371358
"Wave_2240",-1.39580541217468
"Wave_2241",-1.40325479069796
"Wave_2242",-1.43905945115746
"Wave_2243",-1.44409371884692
"Wave_2244",-1.2988701071127
"Wave_2245",-1.15364652324994
"Wave_2246",-1.17702392619283
"Wave_2247",-1.22492073255093
"Wave_2248",-1.18056368791546
"Wave_2249",-0.996834908345066
"Wave_2250",-0.823336006396475
"Wave_2251",-0.741907597626464
"Wave_2252",-0.66047925701229
"Wave_2253",-0.569720072637994
"Wave_2254",-0.480937671161341
"Wave_2255",-0.435058452871103
"Wave_2256",-0.402453903200239
"Wave_2257",-0.369849549979743
"Wave_2258",-0.340029202486263
"Wave_2259",-0.310208936595931
"Wave_2260",-0.323177615654591
"Wave_2261",-0.364672270457255
"Wave_2262",-0.390097625001026
"Wave_2263",-0.389982690507982
"Wave_2264",-0.389867653548091
"Wave_2265",-0.423145872124592
"Wave_2266",-0.460134113190114
"Wave_2267",-0.356921480849057
"Wave_2268",-0.126658242595088
"Wave_2269",0.107405829411185
"Wave_2270",0.356674713619866
"Wave_2271",0.605943685745143
"Wave_2272",0.797426621096324
"Wave_2273",0.974462765690928
"Wave_2274",1.12444945593033
"Wave_2275",1.24738690583745
"Wave_2276",1.37373677983262
"Wave_2277",1.53079932135455
"Wave_2278",1.68786184721559
"Wave_2279",1.88905804635979
"Wave_2280",2.10128793040446
"Wave_2281",2.26984003212646
"Wave_2282",2.37287511030386
"Wave_2283",2.4650869241925
"Wave_2284",2.45988603718307
"Wave_2285",2.45468525051646
"Wave_2286",2.55906163388537
"Wave_2287",2.69702850062235
"Wave_2288",2.82232328998958
"Wave_2289",2.92860971062228
"Wave_2290",3.02826506357059
"Wave_2291",3.06824131881416
"Wave_2292",3.10821753902907
"Wave_2293",2.99075330534171
"Wave_2294",2.80581457247243
"Wave_2295",2.75943101271178
"Wave_2296",2.92087949447347
"Wave_2297",3.05066354743732
"Wave_2298",2.89546306394895
"Wave_2299",2.74026240408689
"Wave_2300",2.84958296671305
"Wave_2301",3.07226939032607
"Wave_2302",3.19453573489351
"Wave_2303",3.16617163594536
"Wave_2304",3.13831236951465
"Wave_2305",3.11499547993431
"Wave_2306",3.09167848730334
"Wave_2307",3.02452517615729
"Wave_2308",2.94641228679705
"Wave_2309",2.87616213190823
"Wave_2310",2.81770619955181
"Wave_2311",2.75368144430325
"Wave_2312",2.6395381300534
"Wave_2313",2.52539495257165
"Wave_2314",2.57074717083356
"Wave_2315",2.65597318144975
"Wave_2316",2.77860554475779
"Wave_2317",2.93864417660469
"Wave_2318",3.10503796900763
"Wave_2319",3.29685440075638
"Wave_2320",3.48867058953838
"Wave_2321",3.44381083377143
"Wave_2322",3.37265355575001
"Wave_2323",3.19105451401904
"Wave_2324",2.93582740311859
"Wave_2325",2.71927106174482
"Wave_2326",2.5929462994303
"Wave_2327",2.46662147181686
"Wave_2328",2.57119227306527
"Wave_2329",2.67576334282363
"Wave_2330",2.76100181131636
"Wave_2331",2.83795516248394
"Wave_2332",2.79426175017965
"Wave_2333",2.5695982516249
"Wave_2334",2.36492513232434
"Wave_2335",2.3401640655358
"Wave_2336",2.31540304911695
"Wave_2337",2.24202222201375
"Wave_2338",2.15648608427677
"Wave_2339",1.9563559607842
"Wave_2340",1.64163184403904
"Wave_2341",1.39335244359904
"Wave_2342",1.41085082970016
"Wave_2343",1.42834929270109
"Wave_2344",1.43202940426921
"Wave_2345",1.43417428017994
"Wave_2346",1.52307849779116
"Wave_2347",1.6779087587803
"Wave_2348",1.74161353002485
"Wave_2349",1.64175093343211
"Wave_2350",1.54667426189901
"Wave_2351",1.49466827350855
"Wave_2352",1.44266221337385
"Wave_2353",1.52127103352555
"Wave_2354",1.63253352693132
"Wave_2355",1.59750278441793
"Wave_2356",1.4413855933335
"Wave_2357",1.27020156781011
"Wave_2358",1.17147950789214
"Wave_2359",1.07275772661693
"Wave_2360",1.15113149754791
"Wave_2361",1.22950513094243
"Wave_2362",1.24936017997092
"Wave_2363",1.24854808700699
"Wave_2364",1.26021922694732
"Wave_2365",1.24357451169215
"Wave_2366",1.23709222489573
"Wave_2367",1.27125881506767
"Wave_2368",1.30542551755496
"Wave_2369",1.24336470439327
"Wave_2370",1.17411288813021
"Wave_2371",1.26368475390073
"Wave_2372",1.42132410869956
"Wave_2373",1.59883105107397
"Wave_2374",1.80613893796619
"Wave_2375",1.99886271604826
"Wave_2376",1.92166859527008
"Wave_2377",1.84447462340851
"Wave_2378",1.54285263671257
"Wave_2379",1.21629442010099
"Wave_2380",0.920627419503599
"Wave_2381",0.61807694695848
"Wave_2382",0.349340205365044
"Wave_2383",0.131324778104693
"Wave_2384",-0.0458210016953051
"Wave_2385",-0.059487900578551
"Wave_2386",-0.0731548929822354
"Wave_2387",-0.0458970076262406
"Wave_2388",-0.0182644429879222
"Wave_2389",0.15286520446362
"Wave_2390",0.385493467871316
"Wave_2391",0.514758408689146
"Wave_2392",0.5322276391562
"Wave_2393",0.564072748028679
"Wave_2394",0.61099480942316
"Wave_2395",0.65791692679581
"Wave_2396",0.52129710330806
"Wave_2397",0.384677254125177
"Wave_2398",0.161595180649866
"Wave_2399",-0.0558819159176137
"Wave_2400",-0.125075216004244
