"","N_g_m2.13.comps"
"Wave_2215",-2.03235251296597
"Wave_2216",-2.02006627739438
"Wave_2217",-1.98671774478892
"Wave_2218",-1.92928785253123
"Wave_2219",-1.87398249337665
"Wave_2220",-1.81630833103853
"Wave_2221",-1.75863427568518
"Wave_2222",-1.70224128705848
"Wave_2223",-1.64505463233856
"Wave_2224",-1.57468276780389
"Wave_2225",-1.49452294750515
"Wave_2226",-1.41436309269356
"Wave_2227",-1.4034317282131
"Wave_2228",-1.39390100141574
"Wave_2229",-1.40326864059697
"Wave_2230",-1.42369407494537
"Wave_2231",-1.43743737176562
"Wave_2232",-1.41476821390531
"Wave_2233",-1.39209899478329
"Wave_2234",-1.39400981614776
"Wave_2235",-1.40206569303275
"Wave_2236",-1.39162355768794
"Wave_2237",-1.3534343969021
"Wave_2238",-1.32230898559584
"Wave_2239",-1.3314990487113
"Wave_2240",-1.34068923135106
"Wave_2241",-1.34537490673243
"Wave_2242",-1.349379583494
"Wave_2243",-1.34420974642948
"Wave_2244",-1.31083255186094
"Wave_2245",-1.27745537749192
"Wave_2246",-1.24357542211443
"Wave_2247",-1.20419223542268
"Wave_2248",-1.18135633835629
"Wave_2249",-1.18333325689751
"Wave_2250",-1.18250478011918
"Wave_2251",-1.15642773706891
"Wave_2252",-1.13035070859065
"Wave_2253",-1.10365446203607
"Wave_2254",-1.07764559235195
"Wave_2255",-1.0579071891418
"Wave_2256",-1.01852195910521
"Wave_2257",-0.979136662082568
"Wave_2258",-0.965932030628579
"Wave_2259",-0.952727407854963
"Wave_2260",-0.949439445592708
"Wave_2261",-0.95276267819521
"Wave_2262",-0.929865448186717
"Wave_2263",-0.83291343343116
"Wave_2264",-0.73596141617675
"Wave_2265",-0.724159114057636
"Wave_2266",-0.721817985826096
"Wave_2267",-0.698110739236862
"Wave_2268",-0.659115899894052
"Wave_2269",-0.611590364011838
"Wave_2270",-0.529941850577921
"Wave_2271",-0.448293324694933
"Wave_2272",-0.388728637187182
"Wave_2273",-0.334684974958055
"Wave_2274",-0.27065355822164
"Wave_2275",-0.196634404422614
"Wave_2276",-0.127279915593366
"Wave_2277",-0.0999078596047566
"Wave_2278",-0.0725357292522488
"Wave_2279",-0.0313856645287203
"Wave_2280",0.0132089640037292
"Wave_2281",0.0524600166595286
"Wave_2282",0.0836956941954825
"Wave_2283",0.112083357642025
"Wave_2284",0.114839234765065
"Wave_2285",0.117595016784109
"Wave_2286",0.0964185853356352
"Wave_2287",0.0696657195561785
"Wave_2288",0.0406997986665675
"Wave_2289",0.00841427627732633
"Wave_2290",-0.0170986748262029
"Wave_2291",0.0183418514640619
"Wave_2292",0.053782363419055
"Wave_2293",0.112263177319657
"Wave_2294",0.180618328778862
"Wave_2295",0.240414906370217
"Wave_2296",0.287373540418609
"Wave_2297",0.33314860208934
"Wave_2298",0.368272007051687
"Wave_2299",0.403395427187676
"Wave_2300",0.4522816039452
"Wave_2301",0.507066105625519
"Wave_2302",0.553181788801589
"Wave_2303",0.586294148233887
"Wave_2304",0.623082491665125
"Wave_2305",0.692954073555633
"Wave_2306",0.762825629732185
"Wave_2307",0.841002161277183
"Wave_2308",0.921254919867603
"Wave_2309",1.0127551535509
"Wave_2310",1.12112641300992
"Wave_2311",1.21709080132456
"Wave_2312",1.20139296502705
"Wave_2313",1.18569519305034
"Wave_2314",1.14836156010897
"Wave_2315",1.10561884053744
"Wave_2316",1.05512880248968
"Wave_2317",0.996891277800791
"Wave_2318",0.951267168178918
"Wave_2319",0.956096241259698
"Wave_2320",0.960925295380463
"Wave_2321",0.948047067164096
"Wave_2322",0.933201496725163
"Wave_2323",0.930649383077305
"Wave_2324",0.936293058111147
"Wave_2325",0.93637797144948
"Wave_2326",0.923492327353292
"Wave_2327",0.910606702384399
"Wave_2328",0.852595822758733
"Wave_2329",0.794584946495547
"Wave_2330",0.73322647235993
"Wave_2331",0.670433295244488
"Wave_2332",0.637485307942484
"Wave_2333",0.649304927235292
"Wave_2334",0.656344000039796
"Wave_2335",0.620356937799847
"Wave_2336",0.5843698655285
"Wave_2337",0.527451359043046
"Wave_2338",0.465299978841396
"Wave_2339",0.405337222550655
"Wave_2340",0.347563102473722
"Wave_2341",0.293714066623761
"Wave_2342",0.255565390748152
"Wave_2343",0.217416703243533
"Wave_2344",0.215335200734011
"Wave_2345",0.217261113022807
"Wave_2346",0.230595473365861
"Wave_2347",0.25275333818458
"Wave_2348",0.261907043109425
"Wave_2349",0.25829006545594
"Wave_2350",0.253700416810125
"Wave_2351",0.24035658499545
"Wave_2352",0.227012783504085
"Wave_2353",0.285526880646188
"Wave_2354",0.362005476383195
"Wave_2355",0.402048402795938
"Wave_2356",0.421912211166263
"Wave_2357",0.433226641737936
"Wave_2358",0.415819912790374
"Wave_2359",0.398413140048928
"Wave_2360",0.341615002832265
"Wave_2361",0.284816865666805
"Wave_2362",0.129273639132615
"Wave_2363",-0.0473692922067451
"Wave_2364",-0.118802852089115
"Wave_2365",-0.0929926429613452
"Wave_2366",-0.0652853464810091
"Wave_2367",-0.0299897980053185
"Wave_2368",0.00530578329551377
"Wave_2369",0.0239737244355424
"Wave_2370",0.0474218872465604
"Wave_2371",0.0436766031429711
"Wave_2372",0.0282769770387439
"Wave_2373",0.0665943587140468
"Wave_2374",0.18548728124392
"Wave_2375",0.300901638970155
"Wave_2376",0.309078534240287
"Wave_2377",0.317255409950585
"Wave_2378",0.318567243144275
"Wave_2379",0.31911630595685
"Wave_2380",0.317893492462606
"Wave_2381",0.311687091764228
"Wave_2382",0.290787576355038
"Wave_2383",0.247848403209307
"Wave_2384",0.202151440676922
"Wave_2385",0.145423159613698
"Wave_2386",0.088694873966629
"Wave_2387",0.187743728037371
"Wave_2388",0.286590700294558
"Wave_2389",0.312426632317997
"Wave_2390",0.306972117275034
"Wave_2391",0.242612596492803
"Wave_2392",0.131528881282325
"Wave_2393",0.0697656773931087
"Wave_2394",0.0806001276997041
"Wave_2395",0.0914345832688797
"Wave_2396",0.152368603488649
"Wave_2397",0.213302609152358
"Wave_2398",0.248153311789053
"Wave_2399",0.283271461945017
"Wave_2400",0.267586912652484
